增补2099源,#genre#
春晚2021,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,https://alimov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
春晚2024,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
春晚2025,https://res.cctvnews.cctv.com/video/3005/record/cctv/merge1/133396667284143308839013005/8fbd6180bdef4da19f6155cf6b4652e1-4.m3u8

广东电信外链测试,#genre#

西藏卫视,http://php.jdshipin.com/xztv.php?id=ws

陕西卫视,http://222.82.204.61:8188/udp/238.125.5.121:5140



港澳台-全网,#genre#
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,http://162.62.120.19/qctv.fengshows.cn/live/0701phk72.flv
凤凰资讯,http://162.62.120.19/qctv.fengshows.cn/live/0701pin72.flv
凤凰中文,http://162.62.120.19/qctv.fengshows.cn/live/0701pcc72.flv
凤凰资讯,http://43.129.81.169/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰中文,http://43.129.81.169/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰香港,http://43.129.81.169/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰中文,http://148.135.93.213:81/phenix.php?id=fhzw
凤凰资讯,http://148.135.93.213:81/phenix.php?id=fhzx
凤凰香港,http://148.135.93.213:81/phenix.php?id=fhhk
卡塔尔半岛新闻,https://live-hls-aje-ak.getaj.net/AJE/01.m3u8#https://live-hls-v3-aje.getaj.net/AJE-V3/01.m3u8#https://live-hls-web-aje.getaj.net/AJE/02.m3u8
RT今日俄罗斯新闻,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
RT今日俄罗斯纪录,https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8
美国·彭博财经,https://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8
CBS新闻纽约,https://www.cbsnews.com/common/video/cbsn-ny-prod.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
纯享4K,http://111.29.9.33:6610/000000001000/1000000004000011651/index.m3u8?channel-id=bestzb&Contentid=1000000004000011651&livemode=1&stbId=3
纪实科教8K,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8
南国都市4K,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
广场舞,http://39.134.64.87:6610/PLTV/88888888/224/3221226472/index.m3u8?IASHttpSessionId=PLTV/77777777/224/3221226321/index.m3u8?servicetype=1$广西专线





北京卫视4K,http://183.197.97.162:60000/udp/239.11.0.192:1025$石家庄移动
北京卫视4K,http://183.197.97.162:60000/udp/239.11.0.191:1025$石家庄移动


上海移动源,#genre#
东方卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001013/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
上海都市高清,https://shyd.695847.xyz/cms001/ch00000090990000001015/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
上海新闻综合高清,https://shyd.695847.xyz/cms001/ch00000090990000001014/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东方影视高清,https://shyd.695847.xyz/cms001/ch00000090990000001016/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
五星体育高清,https://shyd.695847.xyz/cms001/ch00000090990000001018/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
第一财经高清,https://shyd.695847.xyz/cms001/ch00000090990000001017/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CETV1高清,https://shyd.695847.xyz/cms001/ch00000090990000001020/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV1高清,https://shyd.695847.xyz/cms001/ch00000090990000001022/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
浙江卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001023/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
湖南卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001026/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
深圳卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001030/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
黑龙江卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001031/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
湖北卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001027/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
山东卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001028/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
北京卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001029/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
广东卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001032/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
辽宁卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001035/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
江西卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001034/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
安徽卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001037/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
天津卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001036/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
江苏卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001033/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
新疆卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001065/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
兵团卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001066/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
陕西卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001067/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
内蒙古卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001068/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
山西卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001070/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
西藏卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001072/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
贵州卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001071/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
重庆卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001129/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
四川卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001130/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
百视通1,https://shyd.695847.xyz/cms001/ch00000090990000001148/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
百视通2,https://shyd.695847.xyz/cms001/ch00000090990000001149/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
百视通3,https://shyd.695847.xyz/cms001/ch00000090990000001150/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
百视通4,https://shyd.695847.xyz/cms001/ch00000090990000001151/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
百视通5,https://shyd.695847.xyz/cms001/ch00000090990000001152/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
百视通6,https://shyd.695847.xyz/cms001/ch00000090990000001153/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
百视通7,https://shyd.695847.xyz/cms001/ch00000090990000001154/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
百视通导视,https://shyd.695847.xyz/cms001/ch00000090990000001162/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
海南卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001183/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
贵州卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001184/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV3高清,https://shyd.695847.xyz/cms001/ch00000090990000001186/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV5高清,https://shyd.695847.xyz/cms001/ch00000090990000001187/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV6高清,https://shyd.695847.xyz/cms001/ch00000090990000001188/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV8高清,https://shyd.695847.xyz/cms001/ch00000090990000001189/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
游戏风云高清,https://shyd.695847.xyz/cms001/ch00000090990000001192/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
欢笑剧场高清,https://shyd.695847.xyz/cms001/ch00000090990000001193/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
动漫秀场高清,https://shyd.695847.xyz/cms001/ch00000090990000001196/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
金色学堂高清,https://shyd.695847.xyz/cms001/ch00000090990000001194/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
法治天地,https://shyd.695847.xyz/cms001/ch00000090990000001195/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
生活时尚,https://shyd.695847.xyz/cms001/ch00000090990000001199/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
乐游,https://shyd.695847.xyz/cms001/ch00000090990000001200/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东南卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001201/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
都市剧场,https://shyd.695847.xyz/cms001/ch00000090990000001203/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
财富天下,https://shyd.695847.xyz/cms001/ch00000090990000001219/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV2高清,https://shyd.695847.xyz/cms001/ch00000090990000001220/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV4高清,https://shyd.695847.xyz/cms001/ch00000090990000001221/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
河南卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001222/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
云南卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001223/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
广西卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001224/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
河北卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001229/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
吉林卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001225/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
金鹰纪实,https://shyd.695847.xyz/cms001/ch00000090990000001230/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
哈哈炫动高清,https://shyd.695847.xyz/cms001/ch00000090990000001232/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
茶,https://shyd.695847.xyz/cms001/ch00000090990000001234/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV7高清,https://shyd.695847.xyz/cms001/ch00000090990000001236/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
快乐垂钓,https://shyd.695847.xyz/cms001/ch00000090990000001235/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV14高清,https://shyd.695847.xyz/cms001/ch00000090990000001240/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV12高清,https://shyd.695847.xyz/cms001/ch00000090990000001239/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV9高清,https://shyd.695847.xyz/cms001/ch00000090990000001237/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV17高清,https://shyd.695847.xyz/cms001/ch00000090990000001241/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV10高清,https://shyd.695847.xyz/cms001/ch00000090990000001238/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
卡酷少儿高清,https://shyd.695847.xyz/cms001/ch00000090990000001245/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV16高清,https://shyd.695847.xyz/cms001/ch00000090990000001248/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV16 4K超高清,https://shyd.695847.xyz/cms001/ch00000090990000001258/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
上海教育高清,https://shyd.695847.xyz/cms001/ch00000090990000001268/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
家庭理财,https://shyd.695847.xyz/cms001/ch00000090990000001278/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
甘肃卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001298/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV11高清,https://shyd.695847.xyz/cms001/ch00000090990000001309/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东方财经高清,https://shyd.695847.xyz/cms001/ch00000090990000001318/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV13高清,https://shyd.695847.xyz/cms001/ch00000090990000001328/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV15高清,https://shyd.695847.xyz/cms001/ch00000090990000001338/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CETV4高清,https://shyd.695847.xyz/cms001/ch00000090990000001348/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
百视通10,https://shyd.695847.xyz/cms001/ch00000090990000001359/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
百视通11,https://shyd.695847.xyz/cms001/ch00000090990000001378/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV1高清,https://shyd.695847.xyz/cms001/ch00000090990000001388/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
百视通12,https://shyd.695847.xyz/cms001/ch00000090990000001398/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
青海卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001450/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV4K超高清,https://shyd.695847.xyz/cms001/ch00000090990000001451/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
金鹰卡通,https://shyd.695847.xyz/cms001/ch00000090990000001460/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
延边卫视,https://shyd.695847.xyz/cms001/ch00000090990000001470/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
欢笑剧场4K,https://shyd.695847.xyz/cms001/ch00000090990000001490/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
北京卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001500/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
北京卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001510/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV1高清,https://shyd.695847.xyz/cms001/ch00000090990000001520/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
深圳卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001521/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
内蒙古卫视高清,https://shyd.695847.xyz/cms001/ch00000090990000001530/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
广东卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001540/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
广东卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001550/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
深圳卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001560/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
四川卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001690/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
江苏卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001700/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
湖南卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001710/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
浙江卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001720/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东方卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001641/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
山东卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001582/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12

家庭影院,https://shyd.695847.xyz/cms001/ch00000090990000001570/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
女性时尚,https://shyd.695847.xyz/cms001/ch00000090990000001571/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
动作电影,https://shyd.695847.xyz/cms001/ch00000090990000001580/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
影迷电影,https://shyd.695847.xyz/cms001/ch00000090990000001581/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
风云足球,https://shyd.695847.xyz/cms001/ch00000090990000001590/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
央视台球,https://shyd.695847.xyz/cms001/ch00000090990000001600/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
兵器科技,https://shyd.695847.xyz/cms001/ch00000090990000001610/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
世界地理,https://shyd.695847.xyz/cms001/ch00000090990000001620/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
第一剧场,https://shyd.695847.xyz/cms001/ch00000090990000001621/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
高尔夫网球,https://shyd.695847.xyz/cms001/ch00000090990000001630/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
怀旧剧场,https://shyd.695847.xyz/cms001/ch00000090990000001640/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
风云剧场,https://shyd.695847.xyz/cms001/ch00000090990000001650/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
风云音乐,https://shyd.695847.xyz/cms001/ch00000090990000001660/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
央视文化精品,https://shyd.695847.xyz/cms001/ch00000090990000001670/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
早期教育,https://shyd.695847.xyz/cms001/ch00000090990000001680/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12

上海移动中兴,#genre#
CCTV1,https://shyd.695847.xyz/cms001/ch00000090990000001001/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV1,https://shyd.695847.xyz/cms001/ch00000090990000001022/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV1,https://shyd.695847.xyz/cms001/ch00000090990000001388/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV1,https://shyd.695847.xyz/cms001/ch00000090990000001398/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV1,https://shyd.695847.xyz/cms001/ch00000090990000001520/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV2,https://shyd.695847.xyz/cms001/ch00000090990000001012/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV2,https://shyd.695847.xyz/cms001/ch00000090990000001220/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV3,https://shyd.695847.xyz/cms001/ch00000090990000001054/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV3,https://shyd.695847.xyz/cms001/ch00000090990000001186/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV4,https://shyd.695847.xyz/cms001/ch00000090990000001011/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV4,https://shyd.695847.xyz/cms001/ch00000090990000001221/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV5,https://shyd.695847.xyz/cms001/ch00000090990000001055/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV5,https://shyd.695847.xyz/cms001/ch00000090990000001187/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV6,https://shyd.695847.xyz/cms001/ch00000090990000001056/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV6,https://shyd.695847.xyz/cms001/ch00000090990000001188/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV7,https://shyd.695847.xyz/cms001/ch00000090990000001010/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV7,https://shyd.695847.xyz/cms001/ch00000090990000001236/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV8,https://shyd.695847.xyz/cms001/ch00000090990000001057/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV8,https://shyd.695847.xyz/cms001/ch00000090990000001189/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV9,https://shyd.695847.xyz/cms001/ch00000090990000001237/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV9,https://shyd.695847.xyz/cms001/ch00000090990000001242/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV10,https://shyd.695847.xyz/cms001/ch00000090990000001238/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV11,https://shyd.695847.xyz/cms001/ch00000090990000001059/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV11,https://shyd.695847.xyz/cms001/ch00000090990000001309/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV12,https://shyd.695847.xyz/cms001/ch00000090990000001060/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV12,https://shyd.695847.xyz/cms001/ch00000090990000001239/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV13,https://shyd.695847.xyz/cms001/ch00000090990000001061/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV13,https://shyd.695847.xyz/cms001/ch00000090990000001328/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV14,https://shyd.695847.xyz/cms001/ch00000090990000001062/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV14,https://shyd.695847.xyz/cms001/ch00000090990000001240/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV15,https://shyd.695847.xyz/cms001/ch00000090990000001063/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV15,https://shyd.695847.xyz/cms001/ch00000090990000001338/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV16,https://shyd.695847.xyz/cms001/ch00000090990000001248/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV17,https://shyd.695847.xyz/cms001/ch00000090990000001241/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV17,https://shyd.695847.xyz/cms001/ch00000090990000001243/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
嘉佳卡通,https://shyd.695847.xyz/cms001/ch00000090990000001227/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
金鹰卡通,https://shyd.695847.xyz/cms001/ch00000090990000001098/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
金鹰卡通,https://shyd.695847.xyz/cms001/ch00000090990000001460/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
卡酷少儿,https://shyd.695847.xyz/cms001/ch00000090990000001228/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
卡酷少儿,https://shyd.695847.xyz/cms001/ch00000090990000001245/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
哈哈炫动,https://shyd.695847.xyz/cms001/ch00000090990000001104/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
哈哈炫动,https://shyd.695847.xyz/cms001/ch00000090990000001232/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV4K,https://shyd.695847.xyz/cms001/ch00000090990000001451/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV4K,https://shyd.695847.xyz/cms001/ch00000090990000001510/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
深圳卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001521/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
深圳卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001560/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
广东卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001540/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
广东卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001550/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
北京卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001500/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
浙江卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001720/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
湖南卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001710/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
江苏卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001700/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
